hei_score,risk_class,risk_code,pop_raw,ndvi_raw,lulc_class,urban_class,lst_norm,pop_norm,ndvi_inv_norm,lulc_weight,color_hex
0.3750,Moderate Risk,3,2.340569496154785,0.105115,Bare Land,Peri-Urban / Sparse,0.3541,0.005335,0.8087,0.70,#FFAA00
0.3657,Moderate Risk,3,2.090773820877075,0.112930,Bare Land,Peri-Urban / Sparse,0.3541,0.004765,0.7632,0.70,#FFAA00
0.3667,Moderate Risk,3,2.151090621948242,0.112133,Bare Land,Peri-Urban / Sparse,0.3541,0.004903,0.7678,0.70,#FFAA00
0.3670,Moderate Risk,3,2.1268773078918457,0.111859,Bare Land,Peri-Urban / Sparse,0.3541,0.004848,0.7694,0.70,#FFAA00
0.3673,Moderate Risk,3,2.145341157913208,0.111557,Bare Land,Peri-Urban / Sparse,0.3541,0.004890,0.7712,0.70,#FFAA00
0.3694,Moderate Risk,3,2.1618945598602295,0.109779,Bare Land,Peri-Urban / Sparse,0.3541,0.004928,0.7815,0.70,#FFAA00
0.3854,Moderate Risk,3,2.2023277282714844,0.113262,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.005020,0.7612,0.90,#FFAA00
0.3603,Moderate Risk,3,2.2385783195495605,0.117635,Bare Land,Peri-Urban / Sparse,0.3541,0.005102,0.7357,0.70,#FFAA00
0.3528,Moderate Risk,3,2.2505922317504883,0.124067,Bare Land,Peri-Urban / Sparse,0.3541,0.005130,0.6983,0.70,#FFAA00
0.3587,Moderate Risk,3,2.252553939819336,0.119071,Bare Land,Peri-Urban / Sparse,0.3541,0.005134,0.7274,0.70,#FFAA00
0.3597,Moderate Risk,3,2.249566078186035,0.118168,Bare Land,Peri-Urban / Sparse,0.3541,0.005127,0.7326,0.70,#FFAA00
0.3614,Moderate Risk,3,2.2523741722106934,0.116753,Bare Land,Peri-Urban / Sparse,0.3541,0.005134,0.7409,0.70,#FFAA00
0.3594,Moderate Risk,3,2.2847297191619873,0.118487,Bare Land,Peri-Urban / Sparse,0.3541,0.005208,0.7308,0.70,#FFAA00
0.3614,Moderate Risk,3,2.3786208629608154,0.116803,Bare Land,Peri-Urban / Sparse,0.3541,0.005422,0.7406,0.70,#FFAA00
0.3610,Moderate Risk,3,2.7039291858673096,0.117334,Bare Land,Peri-Urban / Sparse,0.3541,0.006163,0.7375,0.70,#FFAA00
0.3608,Moderate Risk,3,2.7972419261932373,0.117566,Bare Land,Peri-Urban / Sparse,0.3541,0.006376,0.7361,0.70,#FFAA00
0.3606,Moderate Risk,3,2.498073101043701,0.117542,Bare Land,Peri-Urban / Sparse,0.3541,0.005694,0.7363,0.70,#FFAA00
0.3585,Moderate Risk,3,2.4800734519958496,0.119323,Bare Land,Peri-Urban / Sparse,0.3541,0.005653,0.7259,0.70,#FFAA00
0.3566,Moderate Risk,3,2.4685661792755127,0.120972,Bare Land,Peri-Urban / Sparse,0.3541,0.005627,0.7163,0.70,#FFAA00
0.3562,Moderate Risk,3,2.447575807571411,0.121256,Bare Land,Peri-Urban / Sparse,0.3541,0.005579,0.7146,0.70,#FFAA00
0.3571,Moderate Risk,3,2.427057981491089,0.120481,Bare Land,Peri-Urban / Sparse,0.3541,0.005532,0.7192,0.70,#FFAA00
0.3581,Moderate Risk,3,2.413814067840576,0.119681,Bare Land,Peri-Urban / Sparse,0.3541,0.005502,0.7238,0.70,#FFAA00
0.3573,Moderate Risk,3,2.4056522846221924,0.120342,Bare Land,Peri-Urban / Sparse,0.3541,0.005483,0.7200,0.70,#FFAA00
0.3582,Moderate Risk,3,2.3957321643829346,0.119518,Bare Land,Peri-Urban / Sparse,0.3541,0.005461,0.7248,0.70,#FFAA00
0.3587,Moderate Risk,3,2.3864428997039795,0.119106,Bare Land,Peri-Urban / Sparse,0.3541,0.005439,0.7272,0.70,#FFAA00
0.3595,Moderate Risk,3,2.379772424697876,0.118447,Bare Land,Peri-Urban / Sparse,0.3541,0.005424,0.7310,0.70,#FFAA00
0.3611,Moderate Risk,3,2.3542838096618652,0.117025,Bare Land,Peri-Urban / Sparse,0.3541,0.005366,0.7393,0.70,#FFAA00
0.3629,Moderate Risk,3,2.341459035873413,0.115522,Bare Land,Peri-Urban / Sparse,0.3541,0.005337,0.7481,0.70,#FFAA00
0.3657,Moderate Risk,3,2.3412911891937256,0.113063,Bare Land,Peri-Urban / Sparse,0.3541,0.005336,0.7624,0.70,#FFAA00
0.3666,Moderate Risk,3,2.3326621055603027,0.112300,Bare Land,Peri-Urban / Sparse,0.3541,0.005317,0.7668,0.70,#FFAA00
0.3677,Moderate Risk,3,2.313692331314087,0.111340,Bare Land,Peri-Urban / Sparse,0.3541,0.005274,0.7724,0.70,#FFAA00
0.3684,Moderate Risk,3,2.3121845722198486,0.110758,Bare Land,Peri-Urban / Sparse,0.3541,0.005270,0.7758,0.70,#FFAA00
0.3699,Moderate Risk,3,2.314866304397583,0.109421,Bare Land,Peri-Urban / Sparse,0.3541,0.005276,0.7836,0.70,#FFAA00
0.3703,Moderate Risk,3,2.321298837661743,0.109079,Bare Land,Peri-Urban / Sparse,0.3541,0.005291,0.7856,0.70,#FFAA00
0.3703,Moderate Risk,3,2.3369741439819336,0.109121,Bare Land,Peri-Urban / Sparse,0.3541,0.005327,0.7854,0.70,#FFAA00
0.3698,Moderate Risk,3,2.3611929416656494,0.109616,Bare Land,Peri-Urban / Sparse,0.3541,0.005382,0.7825,0.70,#FFAA00
0.3700,Moderate Risk,3,2.371729850769043,0.109411,Bare Land,Peri-Urban / Sparse,0.3541,0.005406,0.7837,0.70,#FFAA00
0.3700,Moderate Risk,3,2.3689804077148438,0.109440,Bare Land,Peri-Urban / Sparse,0.3541,0.005400,0.7835,0.70,#FFAA00
0.3706,Moderate Risk,3,2.368264675140381,0.108883,Bare Land,Peri-Urban / Sparse,0.3541,0.005398,0.7868,0.70,#FFAA00
0.3711,Moderate Risk,3,2.3826334476470947,0.108477,Bare Land,Peri-Urban / Sparse,0.3541,0.005431,0.7891,0.70,#FFAA00
0.3727,Moderate Risk,3,2.356626033782959,0.107080,Bare Land,Peri-Urban / Sparse,0.3541,0.005371,0.7973,0.70,#FFAA00
0.3739,Moderate Risk,3,2.3415353298187256,0.106071,Bare Land,Peri-Urban / Sparse,0.3541,0.005337,0.8032,0.70,#FFAA00
0.3132,Moderate Risk,3,2.3442981243133545,,Bare Land,Peri-Urban / Sparse,0.3541,0.005343,0.5000,0.70,#FFAA00
0.3888,Moderate Risk,3,2.087661027908325,0.110257,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004758,0.7788,0.90,#FFAA00
0.3708,Moderate Risk,3,2.120103597640991,0.108558,Bare Land,Peri-Urban / Sparse,0.3541,0.004832,0.7887,0.70,#FFAA00
0.3910,Moderate Risk,3,2.143192768096924,0.108453,Minepits/Industry,Peri-Urban / Sparse,0.3541,0.004885,0.7893,0.90,#FFAA00
0.3631,Moderate Risk,3,2.15193510055542,0.115213,Bare Land,Peri-Urban / Sparse,0.3541,0.004905,0.7499,0.70,#FFAA00
0.3640,Moderate Risk,3,2.154094696044922,0.114419,Bare Land,Peri-Urban / Sparse,0.3541,0.004910,0.7545,0.70,#FFAA00
0.3655,Moderate Risk,3,2.169003963470459,0.113191,Bare Land,Peri-Urban / Sparse,0.3541,0.004944,0.7617,0.70,#FFAA00
0.3560,Moderate Risk,3,2.189065456390381,0.121272,Bare Land,Peri-Urban / Sparse,0.3541,0.004989,0.7145,0.70,#FFAA00
0.3530,Moderate Risk,3,2.2198567390441895,0.123931,Bare Land,Peri-Urban / Sparse,0.3541,0.005060,0.6990,0.70,#FFAA00
0.3571,Moderate Risk,3,2.2545418739318848,0.120371,Bare Land,Peri-Urban / Sparse,0.3541,0.005139,0.7198,0.70,#FFAA00
0.3589,Moderate Risk,3,2.3062946796417236,0.118872,Bare Land,Peri-Urban / Sparse,0.3541,0.005257,0.7285,0.70,#FFAA00
0.3619,Moderate Risk,3,2.3791866302490234,0.116363,Bare Land,Peri-Urban / Sparse,0.3541,0.005423,0.7432,0.70,#FFAA00
0.3603,Moderate Risk,3,2.428632974624634,0.117738,Bare Land,Peri-Urban / Sparse,0.3541,0.005535,0.7351,0.70,#FFAA00
0.3600,Moderate Risk,3,2.4523966312408447,0.118035,Bare Land,Peri-Urban / Sparse,0.3541,0.005590,0.7334,0.70,#FFAA00
0.3591,Moderate Risk,3,2.4640302658081055,0.118802,Bare Land,Peri-Urban / Sparse,0.3541,0.005616,0.7289,0.70,#FFAA00
0.3581,Moderate Risk,3,2.4638543128967285,0.119625,Bare Land,Peri-Urban / Sparse,0.3541,0.005616,0.7241,0.70,#FFAA00
0.3584,Moderate Risk,3,2.4543025493621826,0.119428,Bare Land,Peri-Urban / Sparse,0.3541,0.005594,0.7253,0.70,#FFAA00
0.3567,Moderate Risk,3,2.444028615951538,0.120909,Bare Land,Peri-Urban / Sparse,0.3541,0.005571,0.7167,0.70,#FFAA00
0.3554,Moderate Risk,3,2.4292712211608887,0.121966,Bare Land,Peri-Urban / Sparse,0.3541,0.005537,0.7105,0.70,#FFAA00
0.3558,Moderate Risk,3,2.4118576049804688,0.121609,Bare Land,Peri-Urban / Sparse,0.3541,0.005497,0.7126,0.70,#FFAA00
0.3577,Moderate Risk,3,2.4023399353027344,0.119983,Bare Land,Peri-Urban / Sparse,0.3541,0.005476,0.7221,0.70,#FFAA00
0.3577,Moderate Risk,3,2.395522356033325,0.119959,Bare Land,Peri-Urban / Sparse,0.3541,0.005460,0.7222,0.70,#FFAA00
0.3569,Moderate Risk,3,2.3875186443328857,0.120637,Bare Land,Peri-Urban / Sparse,0.3541,0.005442,0.7182,0.70,#FFAA00
0.3581,Moderate Risk,3,2.3807406425476074,0.119612,Bare Land,Peri-Urban / Sparse,0.3541,0.005426,0.7242,0.70,#FFAA00
0.3593,Moderate Risk,3,2.372248888015747,0.118589,Bare Land,Peri-Urban / Sparse,0.3541,0.005407,0.7302,0.70,#FFAA00
0.3604,Moderate Risk,3,2.3409645557403564,0.117620,Bare Land,Peri-Urban / Sparse,0.3541,0.005336,0.7358,0.70,#FFAA00
0.3617,Moderate Risk,3,2.3284292221069336,0.116476,Bare Land,Peri-Urban / Sparse,0.3541,0.005307,0.7425,0.70,#FFAA00
0.3657,Moderate Risk,3,2.329921007156372,0.113091,Bare Land,Peri-Urban / Sparse,0.3541,0.005311,0.7622,0.70,#FFAA00
0.3658,Moderate Risk,3,2.318622350692749,0.113006,Bare Land,Peri-Urban / Sparse,0.3541,0.005285,0.7627,0.70,#FFAA00
0.3667,Moderate Risk,3,2.3002681732177734,0.112246,Bare Land,Peri-Urban / Sparse,0.3541,0.005243,0.7672,0.70,#FFAA00
0.3684,Moderate Risk,3,2.2978086471557617,0.110737,Bare Land,Peri-Urban / Sparse,0.3541,0.005237,0.7760,0.70,#FFAA00
0.3702,Moderate Risk,3,2.2979748249053955,0.109195,Bare Land,Peri-Urban / Sparse,0.3541,0.005238,0.7849,0.70,#FFAA00
0.3708,Moderate Risk,3,2.299532890319824,0.108673,Bare Land,Peri-Urban / Sparse,0.3541,0.005241,0.7880,0.70,#FFAA00
0.3702,Moderate Risk,3,2.3009164333343506,0.109187,Bare Land,Peri-Urban / Sparse,0.3541,0.005244,0.7850,0.70,#FFAA00
0.3703,Moderate Risk,3,2.302492141723633,0.109112,Bare Land,Peri-Urban / Sparse,0.3541,0.005248,0.7854,0.70,#FFAA00
0.3697,Moderate Risk,3,2.3051552772521973,0.109640,Bare Land,Peri-Urban / Sparse,0.3541,0.005254,0.7824,0.70,#FFAA00
0.3694,Moderate Risk,3,2.3265247344970703,0.109923,Bare Land,Peri-Urban / Sparse,0.3541,0.005303,0.7807,0.70,#FFAA00
0.3708,Moderate Risk,3,2.3494150638580322,0.108723,Bare Land,Peri-Urban / Sparse,0.3541,0.005355,0.7877,0.70,#FFAA00
0.3710,Moderate Risk,3,2.34842848777771,0.108560,Bare Land,Peri-Urban / Sparse,0.3541,0.005353,0.7886,0.70,#FFAA00
0.3717,Moderate Risk,3,2.3383026123046875,0.107972,Bare Land,Peri-Urban / Sparse,0.3541,0.005330,0.7921,0.70,#FFAA00
0.3719,Moderate Risk,3,2.3023276329040527,0.107767,Bare Land,Peri-Urban / Sparse,0.3541,0.005248,0.7933,0.70,#FFAA00
0.3728,Moderate Risk,3,2.3149256706237793,0.107001,Bare Land,Peri-Urban / Sparse,0.3541,0.005276,0.7977,0.70,#FFAA00
0.3738,Moderate Risk,3,2.336341381072998,0.106116,Bare Land,Peri-Urban / Sparse,0.3541,0.005325,0.8029,0.70,#FFAA00
0.3743,Moderate Risk,3,1.9246857166290283,0.105469,Bare Land,Peri-Urban / Sparse,0.3541,0.004387,0.8067,0.70,#FFAA00
0.3724,Moderate Risk,3,1.972637414932251,0.107151,Bare Land,Peri-Urban / Sparse,0.3541,0.004496,0.7969,0.70,#FFAA00
0.3692,Moderate Risk,3,2.0639257431030273,0.109955,Bare Land,Peri-Urban / Sparse,0.3541,0.004704,0.7805,0.70,#FFAA00
0.3617,Moderate Risk,3,2.1350040435791016,0.116402,Bare Land,Peri-Urban / Sparse,0.3541,0.004866,0.7429,0.70,#FFAA00
0.3617,Moderate Risk,3,2.164982318878174,0.116403,Bare Land,Peri-Urban / Sparse,0.3541,0.004935,0.7429,0.70,#FFAA00
0.3609,Moderate Risk,3,2.1827871799468994,0.117115,Bare Land,Peri-Urban / Sparse,0.3541,0.004975,0.7388,0.70,#FFAA00
0.3558,Moderate Risk,3,2.203869581222534,0.121497,Bare Land,Peri-Urban / Sparse,0.3541,0.005023,0.7132,0.70,#FFAA00
0.3561,Moderate Risk,3,2.2392754554748535,0.121284,Bare Land,Peri-Urban / Sparse,0.3541,0.005104,0.7145,0.70,#FFAA00
0.3593,Moderate Risk,3,2.289903402328491,0.118509,Bare Land,Peri-Urban / Sparse,0.3541,0.005219,0.7307,0.70,#FFAA00
0.3601,Moderate Risk,3,2.3490006923675537,0.117900,Bare Land,Peri-Urban / Sparse,0.3541,0.005354,0.7342,0.70,#FFAA00
0.3587,Moderate Risk,3,2.4011566638946533,0.119139,Bare Land,Peri-Urban / Sparse,0.3541,0.005473,0.7270,0.70,#FFAA00
0.3591,Moderate Risk,3,2.449784994125366,0.118814,Bare Land,Peri-Urban / Sparse,0.3541,0.005584,0.7289,0.70,#FFAA00
0.3584,Moderate Risk,3,2.4717202186584473,0.119413,Bare Land,Peri-Urban / Sparse,0.3541,0.005634,0.7254,0.70,#FFAA00
0.3580,Moderate Risk,3,2.4692299365997314,0.119721,Bare Land,Peri-Urban / Sparse,0.3541,0.005628,0.7236,0.70,#FFAA00
0.3566,Moderate Risk,3,2.463625192642212,0.120984,Bare Land,Peri-Urban / Sparse,0.3541,0.005615,0.7162,0.70,#FFAA00
0.3567,Moderate Risk,3,2.4541428089141846,0.120874,Bare Land,Peri-Urban / Sparse,0.3541,0.005594,0.7169,0.70,#FFAA00
0.3565,Moderate Risk,3,2.437295913696289,0.121052,Bare Land,Peri-Urban / Sparse,0.3541,0.005555,0.7158,0.70,#FFAA00
0.3556,Moderate Risk,3,2.423659324645996,0.121788,Bare Land,Peri-Urban / Sparse,0.3541,0.005524,0.7115,0.70,#FFAA00
0.3567,Moderate Risk,3,2.410635232925415,0.120825,Bare Land,Peri-Urban / Sparse,0.3541,0.005494,0.7172,0.70,#FFAA00
0.3587,Moderate Risk,3,2.396207094192505,0.119098,Bare Land,Peri-Urban / Sparse,0.3541,0.005462,0.7272,0.70,#FFAA00
0.3578,Moderate Risk,3,2.3832530975341797,0.119849,Bare Land,Peri-Urban / Sparse,0.3541,0.005432,0.7228,0.70,#FFAA00
0.3569,Moderate Risk,3,2.3789138793945312,0.120612,Bare Land,Peri-Urban / Sparse,0.3541,0.005422,0.7184,0.70,#FFAA00
0.3589,Moderate Risk,3,2.3640880584716797,0.118937,Bare Land,Peri-Urban / Sparse,0.3541,0.005388,0.7282,0.70,#FFAA00
0.3132,Moderate Risk,3,2.335456132888794,,Bare Land,Peri-Urban / Sparse,0.3541,0.005323,0.5000,0.70,#FFAA00
0.3601,Moderate Risk,3,2.3214616775512695,0.117874,Bare Land,Peri-Urban / Sparse,0.3541,0.005291,0.7344,0.70,#FFAA00
0.3655,Moderate Risk,3,2.3194010257720947,0.113213,Bare Land,Peri-Urban / Sparse,0.3541,0.005287,0.7615,0.70,#FFAA00
0.3666,Moderate Risk,3,2.295118570327759,0.112301,Bare Land,Peri-Urban / Sparse,0.3541,0.005231,0.7668,0.70,#FFAA00
0.3675,Moderate Risk,3,2.2463955879211426,0.111489,Bare Land,Peri-Urban / Sparse,0.3541,0.005120,0.7716,0.70,#FFAA00
0.3674,Moderate Risk,3,2.2466368675231934,0.111570,Bare Land,Peri-Urban / Sparse,0.3541,0.005121,0.7711,0.70,#FFAA00
0.3684,Moderate Risk,3,2.2761847972869873,0.110694,Bare Land,Peri-Urban / Sparse,0.3541,0.005188,0.7762,0.70,#FFAA00
0.3686,Moderate Risk,3,2.284050464630127,0.110541,Bare Land,Peri-Urban / Sparse,0.3541,0.005206,0.7771,0.70,#FFAA00
0.3693,Moderate Risk,3,2.2832510471343994,0.109996,Bare Land,Peri-Urban / Sparse,0.3541,0.005204,0.7803,0.70,#FFAA00
0.3704,Moderate Risk,3,2.283160448074341,0.109054,Bare Land,Peri-Urban / Sparse,0.3541,0.005204,0.7858,0.70,#FFAA00
0.3706,Moderate Risk,3,2.282012462615967,0.108830,Bare Land,Peri-Urban / Sparse,0.3541,0.005201,0.7871,0.70,#FFAA00
0.3699,Moderate Risk,3,2.2737979888916016,0.109425,Bare Land,Peri-Urban / Sparse,0.3541,0.005183,0.7836,0.70,#FFAA00
0.3700,Moderate Risk,3,2.2719368934631348,0.109353,Bare Land,Peri-Urban / Sparse,0.3541,0.005178,0.7840,0.70,#FFAA00
0.3701,Moderate Risk,3,2.2859182357788086,0.109245,Bare Land,Peri-Urban / Sparse,0.3541,0.005210,0.7847,0.70,#FFAA00
0.3700,Moderate Risk,3,2.300276517868042,0.109342,Bare Land,Peri-Urban / Sparse,0.3541,0.005243,0.7841,0.70,#FFAA00
0.3709,Moderate Risk,3,2.3212451934814453,0.108640,Bare Land,Peri-Urban / Sparse,0.3541,0.005291,0.7882,0.70,#FFAA00
0.3719,Moderate Risk,3,2.312425136566162,0.107734,Bare Land,Peri-Urban / Sparse,0.3541,0.005271,0.7935,0.70,#FFAA00
0.3730,Moderate Risk,3,2.277080535888672,0.106801,Bare Land,Peri-Urban / Sparse,0.3541,0.005190,0.7989,0.70,#FFAA00
0.3731,Moderate Risk,3,2.291794538497925,0.106719,Bare Land,Peri-Urban / Sparse,0.3541,0.005224,0.7994,0.70,#FFAA00
0.3132,Moderate Risk,3,2.3137216567993164,,Bare Land,Peri-Urban / Sparse,0.3541,0.005274,0.5000,0.70,#FFAA00
0.3642,Moderate Risk,3,1.8245011568069458,0.114035,Bare Land,Peri-Urban / Sparse,0.3541,0.004159,0.7567,0.70,#FFAA00
0.3656,Moderate Risk,3,1.8736759424209595,0.112893,Bare Land,Peri-Urban / Sparse,0.3541,0.004271,0.7634,0.70,#FFAA00
0.3639,Moderate Risk,3,1.930538535118103,0.114355,Bare Land,Peri-Urban / Sparse,0.3541,0.004400,0.7549,0.70,#FFAA00
0.3616,Moderate Risk,3,2.0115580558776855,0.116375,Bare Land,Peri-Urban / Sparse,0.3541,0.004585,0.7431,0.70,#FFAA00
0.3626,Moderate Risk,3,2.1188220977783203,0.115574,Bare Land,Peri-Urban / Sparse,0.3541,0.004829,0.7478,0.70,#FFAA00
0.3574,Moderate Risk,3,2.227355718612671,0.120092,Bare Land,Peri-Urban / Sparse,0.3541,0.005077,0.7214,0.70,#FFAA00
0.3558,Moderate Risk,3,2.287220001220703,0.121506,Bare Land,Peri-Urban / Sparse,0.3541,0.005213,0.7132,0.70,#FFAA00
0.3566,Moderate Risk,3,2.3219597339630127,0.120852,Bare Land,Peri-Urban / Sparse,0.3541,0.005292,0.7170,0.70,#FFAA00
0.3596,Moderate Risk,3,2.350142478942871,0.118334,Bare Land,Peri-Urban / Sparse,0.3541,0.005357,0.7317,0.70,#FFAA00
0.3588,Moderate Risk,3,2.3712003231048584,0.118988,Bare Land,Peri-Urban / Sparse,0.3541,0.005405,0.7279,0.70,#FFAA00
0.3578,Moderate Risk,3,2.349209785461426,0.119824,Bare Land,Peri-Urban / Sparse,0.3541,0.005354,0.7230,0.70,#FFAA00
0.3587,Moderate Risk,3,2.3566625118255615,0.119079,Bare Land,Peri-Urban / Sparse,0.3541,0.005371,0.7273,0.70,#FFAA00
0.3570,Moderate Risk,3,2.3795416355133057,0.120533,Bare Land,Peri-Urban / Sparse,0.3541,0.005424,0.7189,0.70,#FFAA00
0.3566,Moderate Risk,3,2.4066390991210938,0.120938,Bare Land,Peri-Urban / Sparse,0.3541,0.005485,0.7165,0.70,#FFAA00
0.3567,Moderate Risk,3,2.4200918674468994,0.120810,Bare Land,Peri-Urban / Sparse,0.3541,0.005516,0.7172,0.70,#FFAA00
0.3564,Moderate Risk,3,2.419182062149048,0.121089,Bare Land,Peri-Urban / Sparse,0.3541,0.005514,0.7156,0.70,#FFAA00
0.3564,Moderate Risk,3,2.407858371734619,0.121114,Bare Land,Peri-Urban / Sparse,0.3541,0.005488,0.7155,0.70,#FFAA00
0.3557,Moderate Risk,3,2.3950278759002686,0.121662,Bare Land,Peri-Urban / Sparse,0.3541,0.005459,0.7123,0.70,#FFAA00
0.3562,Moderate Risk,3,2.391659736633301,0.121293,Bare Land,Peri-Urban / Sparse,0.3541,0.005451,0.7144,0.70,#FFAA00
0.3558,Moderate Risk,3,2.3941972255706787,0.121629,Bare Land,Peri-Urban / Sparse,0.3541,0.005457,0.7125,0.70,#FFAA00
0.3568,Moderate Risk,3,2.397129535675049,0.120739,Bare Land,Peri-Urban / Sparse,0.3541,0.005464,0.7177,0.70,#FFAA00
0.3581,Moderate Risk,3,2.386059522628784,0.119609,Bare Land,Peri-Urban / Sparse,0.3541,0.005438,0.7242,0.70,#FFAA00
0.3593,Moderate Risk,3,2.360786199569702,0.118584,Bare Land,Peri-Urban / Sparse,0.3541,0.005381,0.7302,0.70,#FFAA00
0.3609,Moderate Risk,3,2.353667736053467,0.117158,Bare Land,Peri-Urban / Sparse,0.3541,0.005365,0.7385,0.70,#FFAA00
0.3610,Moderate Risk,3,2.3427062034606934,0.117101,Bare Land,Peri-Urban / Sparse,0.3541,0.005340,0.7389,0.70,#FFAA00
0.3636,Moderate Risk,3,2.307190179824829,0.114869,Bare Land,Peri-Urban / Sparse,0.3541,0.005259,0.7519,0.70,#FFAA00
0.3683,Moderate Risk,3,2.2590980529785156,0.110800,Bare Land,Peri-Urban / Sparse,0.3541,0.005149,0.7756,0.70,#FFAA00
0.3680,Moderate Risk,3,2.249068021774292,0.111091,Bare Land,Peri-Urban / Sparse,0.3541,0.005126,0.7739,0.70,#FFAA00
0.3694,Moderate Risk,3,2.3769845962524414,0.109891,Bare Land,Peri-Urban / Sparse,0.3541,0.005418,0.7809,0.70,#FFAA00
0.3696,Moderate Risk,3,2.294323444366455,0.109677,Bare Land,Peri-Urban / Sparse,0.3541,0.005229,0.7821,0.70,#FFAA00
0.3692,Moderate Risk,3,2.2886221408843994,0.110025,Bare Land,Peri-Urban / Sparse,0.3541,0.005216,0.7801,0.70,#FFAA00
0.3692,Moderate Risk,3,2.298614978790283,0.110083,Bare Land,Peri-Urban / Sparse,0.3541,0.005239,0.7798,0.70,#FFAA00
0.3698,Moderate Risk,3,2.303302764892578,0.109523,Bare Land,Peri-Urban / Sparse,0.3541,0.005250,0.7830,0.70,#FFAA00
0.3711,Moderate Risk,3,2.306328058242798,0.108451,Bare Land,Peri-Urban / Sparse,0.3541,0.005257,0.7893,0.70,#FFAA00
0.3704,Moderate Risk,3,2.297881603240967,0.109053,Bare Land,Peri-Urban / Sparse,0.3541,0.005237,0.7858,0.70,#FFAA00
0.3702,Moderate Risk,3,2.297145128250122,0.109225,Bare Land,Peri-Urban / Sparse,0.3541,0.005236,0.7848,0.70,#FFAA00
0.3696,Moderate Risk,3,2.299990653991699,0.109684,Bare Land,Peri-Urban / Sparse,0.3541,0.005242,0.7821,0.70,#FFAA00
0.3702,Moderate Risk,3,2.2950446605682373,0.109152,Bare Land,Peri-Urban / Sparse,0.3541,0.005231,0.7852,0.70,#FFAA00
0.3704,Moderate Risk,3,2.298314094543457,0.108997,Bare Land,Peri-Urban / Sparse,0.3541,0.005238,0.7861,0.70,#FFAA00
0.3720,Moderate Risk,3,2.3151748180389404,0.107686,Bare Land,Peri-Urban / Sparse,0.3541,0.005277,0.7937,0.70,#FFAA00
0.3718,Moderate Risk,3,2.2977023124694824,0.107867,Bare Land,Peri-Urban / Sparse,0.3541,0.005237,0.7927,0.70,#FFAA00
0.3733,Moderate Risk,3,2.270134449005127,0.106510,Bare Land,Peri-Urban / Sparse,0.3541,0.005174,0.8006,0.70,#FFAA00
0.3132,Moderate Risk,3,2.279857873916626,,Bare Land,Peri-Urban / Sparse,0.3541,0.005196,0.5000,0.70,#FFAA00
0.3665,Moderate Risk,3,1.753451943397522,0.112026,Bare Land,Peri-Urban / Sparse,0.3541,0.003997,0.7684,0.70,#FFAA00
0.3676,Moderate Risk,3,1.8435429334640503,0.111136,Bare Land,Peri-Urban / Sparse,0.3541,0.004202,0.7736,0.70,#FFAA00
0.3592,Moderate Risk,3,1.9200260639190674,0.118398,Bare Land,Peri-Urban / Sparse,0.3541,0.004376,0.7313,0.70,#FFAA00
0.3589,Moderate Risk,3,1.9940261840820312,0.118721,Bare Land,Peri-Urban / Sparse,0.3541,0.004545,0.7294,0.70,#FFAA00
0.3581,Moderate Risk,3,2.056825876235962,0.119386,Bare Land,Peri-Urban / Sparse,0.3541,0.004688,0.7255,0.70,#FFAA00
0.3558,Moderate Risk,3,2.1160757541656494,0.121429,Bare Land,Peri-Urban / Sparse,0.3541,0.004823,0.7136,0.70,#FFAA00
0.3567,Moderate Risk,3,2.1825661659240723,0.120708,Bare Land,Peri-Urban / Sparse,0.3541,0.004975,0.7178,0.70,#FFAA00
0.3579,Moderate Risk,3,2.26021409034729,0.119759,Bare Land,Peri-Urban / Sparse,0.3541,0.005152,0.7234,0.70,#FFAA00
0.3602,Moderate Risk,3,2.3072502613067627,0.117801,Bare Land,Peri-Urban / Sparse,0.3541,0.005259,0.7348,0.70,#FFAA00
0.3600,Moderate Risk,3,2.319535255432129,0.117991,Bare Land,Peri-Urban / Sparse,0.3541,0.005287,0.7337,0.70,#FFAA00
0.3591,Moderate Risk,3,2.316157817840576,0.118683,Bare Land,Peri-Urban / Sparse,0.3541,0.005279,0.7296,0.70,#FFAA00
0.3585,Moderate Risk,3,2.310152769088745,0.119213,Bare Land,Peri-Urban / Sparse,0.3541,0.005265,0.7265,0.70,#FFAA00
0.3574,Moderate Risk,3,2.3012747764587402,0.120189,Bare Land,Peri-Urban / Sparse,0.3541,0.005245,0.7209,0.70,#FFAA00
0.3568,Moderate Risk,3,2.2969696521759033,0.120673,Bare Land,Peri-Urban / Sparse,0.3541,0.005235,0.7180,0.70,#FFAA00
0.3576,Moderate Risk,3,2.305368661880493,0.119976,Bare Land,Peri-Urban / Sparse,0.3541,0.005255,0.7221,0.70,#FFAA00
0.3573,Moderate Risk,3,2.323827028274536,0.120267,Bare Land,Peri-Urban / Sparse,0.3541,0.005297,0.7204,0.70,#FFAA00
0.3568,Moderate Risk,3,2.343285083770752,0.120690,Bare Land,Peri-Urban / Sparse,0.3541,0.005341,0.7179,0.70,#FFAA00
0.3569,Moderate Risk,3,2.359959602355957,0.120676,Bare Land,Peri-Urban / Sparse,0.3541,0.005379,0.7180,0.70,#FFAA00
